aboleth,adult black dragon,zombie,mimic,kobold,owlbear,Plantosaurus Hatchling,Young Plantosaurus,Adult Plantosaurus,Fire-tail Wyrmling,Fire-tail Young,Fire-tail Adult,Giant Chelonian,Giant Chelonian Young,Giant Chelonian Adult,Redcrest Hatchling,Young Redcrest,Redcrest Adult,Purple Dire Rat,Brown Dire Rat,Young Talonwing,Adult Talonwing,Dire Viper,Dire Constrictor,Thunder Mouse,Voltear,Sand Mouse,Sandstrike,Poison Bunny,Toxicthorn,Earthbreaker (male),Earthbreaker (female),Starwhisper,Faecharm,Flame Fox,Flame Mane,Young Lullabye,Jovialuff,Young Nightwing,Adult Nightwing,Feybloom Sprout,Young Feybloom,Adult Feybloom,Young Mushroom Crab,Adult Mushroom Crab,Purple Larve,Giant Purple Moth,Earthling,Earthling Trio,Royal Dire Kitten,Royal Dire Cat,Psionic Duckling,Psionic Duck,Pigkey,Swinkey,Firepup,Firehound,Aquasprite,Whirlstream Elemental,Torrential Elemental,Mindling,Mindmaster,Mindlord,Titanling,Titanfighter,Titanlord,Sproutling,Bellstalker,Vine Tyrant,Tendril Spawn,Tendril Horror,Pebblin,Boulderkin,Stoneward,Flamesteed,Blazecharger,Mindwanderer,Adult Mindwanderer,Magnolet,Magnocluster,Farileaf,Diovian,Triavian,Icepup,Icetusk,Sludge Horror,Toxic Mire,Shellspike,Shellguard,Ectospecter,Ectowraith,Ectophantasm,Terradrake,Young Dreamweaver,Dreamweaver,Snapclaw,Kingclaw,Volt Sphere,Electro Orb,Seedclust,Treantor,Bonecrier,Bonebreaker,Kickmaster,Fistmaster,Tonguelasher,Miasmorb,Toxflume,Rockhorn,Rhygore,Lifebringer,Tangler,Pouchbeast,Currentswimmer,Stormseeker,Swiftfin,Hornfish,Luminara,Stellara,Mimicry Mage,Bladewing,Frostwitch,Thunderbeast,Magmaduck,Clawmauler,Thunderhorn,Floundersnap,Stormwyrm,Morphling,Evoolve,Aquaflare,Voltstrike,Pyreclaw,Data Wraith,Shelldweller,Ancient Shelldweller,Trilobyte,Trilobyte Predator,Skyterror,Colosslumber,Frostwing,Thunderwing,Firewing,Young Starborne Serpent,Adult Starborne Serpent,Ancient Starborne Serpent,Mythra,Psionis,CR,HP,type
0,0,100,0,100,0,100,0,0,1,0,0,0,0,0,100,100,81,100,100,100,82,100,0,100,1,100,27,100,100,0,0,100,95,100,0,100,0,100,2,100,92,0,100,100,100,100,100,0,100,0,100,0,100,0,100,0,100,100,0,100,100,0,96,1,0,100,18,0,100,5,97,0,0,36,0,52,0,100,0,52,100,0,24,0,89,0,100,0,100,40,0,0,100,0,100,0,100,9,100,0,61,0,0,0,1,100,0,0,0,60,0,0,90,0,100,0,72,0,0,0,0,0,0,0,0,100,0,1,100,0,0,0,0,96,0,4,0,0,0,0,0,0,0,0,0,0,0,1.0,45,Medium beast
0,0,100,100,100,18,100,100,0,100,46,0,100,46,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,27,54,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,53,100,100,100,100,100,100,34,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,40,100,98,51,43,100,100,100,100,1,100,100,8,100,99,100,100,100,93,100,100,96,99,0,0,0,100,0,100,100,98,100,93,100,100,95,100,86,1,0,0,0,0,100,0,0,22,0,5.0,95,Large beast
0,0,66,0,99,0,87,0,0,0,0,0,0,0,0,100,100,18,100,78,100,1,97,0,100,0,100,0,100,99,0,0,100,1,100,0,100,0,100,0,100,8,0,99,19,100,60,45,0,98,0,43,0,100,0,42,0,100,54,0,100,87,0,17,0,0,100,0,0,100,0,12,0,0,0,0,2,0,45,0,2,98,0,0,0,14,0,69,0,100,2,0,0,55,0,42,0,85,0,93,0,1,0,0,0,0,92,0,0,0,0,0,0,11,0,99,0,7,0,0,0,0,0,0,0,0,100,0,0,82,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,33,Small construct
0,0,100,2,100,0,100,0,0,56,0,0,76,0,0,100,100,100,100,100,100,100,100,44,100,89,100,100,100,100,0,0,100,100,100,2,100,83,100,97,100,100,12,100,100,100,100,100,50,100,79,100,20,100,22,100,0,100,100,3,100,100,89,100,88,0,100,99,0,100,98,100,4,0,100,5,100,0,100,45,100,100,56,100,0,100,1,100,54,100,100,0,0,100,19,100,62,100,88,100,0,100,0,0,0,79,100,36,2,0,100,2,0,100,0,100,1,100,0,57,1,0,0,0,0,0,100,0,28,100,0,3,0,2,100,0,95,0,0,0,0,0,0,0,0,0,0,0,3.0,68,Medium construct
0,0,100,0,100,0,100,0,0,4,0,0,1,0,0,100,100,91,100,100,100,72,100,0,100,3,100,37,100,100,0,0,100,91,100,0,100,0,100,5,100,92,0,100,96,100,99,100,0,100,0,99,0,100,0,99,0,100,100,0,100,100,2,97,1,0,100,21,0,100,2,95,0,0,22,0,51,0,98,0,51,100,0,34,0,87,0,100,0,100,43,0,0,99,0,100,0,100,18,100,0,61,0,0,0,0,100,0,0,0,49,0,0,86,0,100,0,61,0,0,0,0,0,0,0,0,100,0,4,99,0,0,0,0,91,0,9,0,0,0,0,0,0,0,0,0,0,0,1.0,26,Medium beast
0,0,1,0,86,0,12,0,0,0,0,0,0,0,0,100,100,0,100,3,100,0,18,0,45,0,100,0,100,17,0,0,46,0,97,0,72,0,100,0,100,0,0,71,0,100,0,0,0,34,0,0,0,91,0,1,0,100,1,0,100,5,0,0,0,0,100,0,0,73,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,3,0,93,0,0,0,0,0,1,0,12,0,19,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,99,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,38,Medium beast
0,0,100,5,100,0,100,0,0,57,0,0,67,0,0,100,100,100,100,100,100,100,100,29,100,88,100,100,100,100,0,0,100,100,100,0,100,84,100,100,100,100,12,100,100,100,100,100,48,100,66,100,24,100,10,100,0,100,100,3,100,100,93,100,92,0,100,100,0,100,98,100,12,0,100,5,100,0,100,61,100,100,50,100,0,100,1,100,58,100,95,0,0,100,11,100,64,100,83,100,0,100,0,0,0,64,100,18,1,0,100,0,0,100,0,100,1,100,0,50,0,0,0,0,0,0,100,0,25,100,0,2,0,0,100,0,99,0,0,0,0,0,0,0,0,0,0,0,2.0,61,Large beast
0,0,100,0,100,0,100,0,0,3,0,0,3,0,0,100,100,90,100,100,100,89,100,0,100,3,100,59,100,100,0,0,100,98,100,0,100,3,100,14,100,99,0,100,100,100,100,100,0,100,0,99,0,100,0,100,0,100,100,0,100,100,2,100,2,0,100,37,0,100,19,100,0,0,61,0,77,0,100,0,60,100,0,52,0,90,0,100,3,100,52,0,0,100,0,100,0,100,22,100,0,61,0,0,0,5,100,0,0,0,73,0,0,98,0,100,0,84,0,1,0,0,0,0,0,0,100,0,1,100,0,0,0,0,99,0,19,0,0,0,0,0,0,0,0,0,0,0,0.5,34,Medium beast (aquatic)
0,0,100,100,100,14,100,93,0,100,42,0,100,29,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,26,47,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,87,100,100,100,48,100,100,100,100,100,100,57,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,52,100,100,70,39,100,100,100,100,3,100,100,11,100,100,100,100,100,78,100,99,76,97,0,0,0,100,0,100,100,97,100,92,100,100,94,100,79,0,0,0,0,0,100,0,0,10,0,2.0,77,Large beast (aquatic)
0,0,96,0,100,0,99,0,0,0,0,0,0,0,0,100,100,33,100,100,100,12,100,0,100,0,100,1,100,100,0,0,100,38,100,0,100,0,100,0,100,42,0,100,55,100,86,84,0,100,0,57,0,100,0,73,0,100,91,0,100,100,0,68,0,0,100,2,0,100,0,65,0,0,2,0,4,0,87,0,12,100,0,4,0,51,0,99,0,100,5,0,0,94,0,80,0,100,0,99,0,12,0,0,0,0,99,0,0,0,3,0,0,50,0,100,0,37,0,0,0,0,0,0,0,0,100,0,0,97,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,45,Medium ooze
0,0,100,55,100,0,100,0,0,65,0,0,93,0,0,100,100,100,100,100,100,100,100,59,100,94,100,100,100,100,0,0,100,100,100,45,100,99,100,100,100,100,97,100,100,100,100,100,92,100,95,100,32,100,65,100,0,100,100,51,100,100,100,100,100,1,100,100,19,100,100,100,81,0,100,60,100,0,100,97,100,100,100,100,0,100,46,100,99,100,100,0,0,100,62,100,100,100,100,100,0,100,2,0,0,98,100,27,22,0,100,6,0,100,5,100,27,100,0,93,3,0,0,0,0,0,100,0,30,100,3,12,0,25,100,0,100,0,0,0,0,0,0,20,0,0,0,0,5.0,85,Large ooze
0,0,28,0,98,0,69,0,0,0,0,0,0,0,0,100,100,4,100,54,100,0,82,0,95,0,100,0,100,89,0,0,98,1,100,0,99,0,100,0,100,0,0,96,4,100,20,21,0,91,0,4,0,100,0,12,0,100,16,0,100,78,0,4,0,0,100,0,0,99,0,1,0,0,0,0,0,0,32,0,0,95,0,0,0,0,0,46,0,100,0,0,0,19,0,17,0,69,0,66,0,0,0,0,0,0,83,0,0,0,0,0,0,1,0,93,0,2,0,0,0,0,0,0,0,0,100,0,0,46,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,22,Small beast (aquatic)
0,0,100,4,100,0,100,0,0,64,0,0,71,0,0,100,100,100,100,100,100,100,100,31,100,89,100,100,100,100,0,0,100,100,100,1,100,83,100,96,100,100,17,100,100,100,100,100,49,100,64,100,24,100,14,100,0,100,100,6,100,100,90,100,84,0,100,100,0,100,98,100,1,0,100,0,100,0,100,49,100,100,42,98,0,100,4,100,57,100,97,0,0,100,10,100,48,100,91,100,0,100,0,0,0,60,100,33,3,0,100,2,0,100,0,100,2,100,0,66,0,0,0,0,0,0,100,0,42,100,0,3,0,2,100,0,99,0,0,0,0,0,0,0,0,0,0,0,3.0,52,Medium beast (aquatic)
0,0,2,0,69,0,2,0,0,0,0,0,0,0,0,100,100,0,100,1,100,0,3,0,14,0,95,0,100,3,0,0,12,0,62,0,20,0,100,0,94,0,0,28,0,100,1,0,0,7,0,0,0,51,0,0,0,100,0,0,100,0,0,0,0,0,100,0,0,33,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,54,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,78,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,18,Small undead
0,0,100,0,100,0,100,0,0,3,0,0,8,0,0,100,100,80,100,100,100,71,100,3,100,6,100,34,100,100,0,0,100,88,100,0,100,7,100,29,100,96,0,100,95,100,99,97,0,100,4,97,1,100,0,94,0,100,100,0,100,100,4,93,5,0,100,36,0,100,15,90,0,0,46,0,55,0,100,1,63,100,3,47,0,99,0,100,1,100,51,0,0,100,3,98,6,100,10,100,0,70,0,0,0,12,100,0,1,0,73,0,0,74,0,100,1,82,0,2,0,0,0,0,0,0,100,0,3,100,0,0,0,0,91,0,14,0,0,0,0,0,0,0,0,0,0,0,3.0,38,Medium undead
0,0,100,100,100,96,100,100,0,100,100,0,100,100,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,51,14,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,90,100,100,92,100,100,100,100,100,100,100,100,100,100,42,18,61,100,2,100,100,100,100,100,100,100,100,100,100,82,0,0,0,0,100,0,0,88,2,8.0,114,Large undead
0,0,100,100,100,99,100,100,0,100,100,0,100,100,43,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,77,48,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100,100,100,63,28,80,100,7,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,100,1,0,100,3,10.0,152,Huge elemental
0,0,58,0,100,0,92,0,0,0,0,0,0,0,0,100,100,15,100,91,100,1,96,0,100,0,100,2,100,99,0,0,99,7,100,0,100,0,100,0,100,2,0,99,18,100,55,52,0,100,0,30,0,100,0,39,0,100,46,0,100,97,0,23,0,0,100,0,0,99,0,9,0,0,0,0,0,0,65,0,2,99,0,0,0,5,0,86,0,100,1,0,0,51,0,38,0,89,1,91,0,1,0,0,0,0,96,0,0,0,0,0,0,16,0,98,0,8,0,0,0,0,0,0,0,0,100,0,0,82,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,27,Medium humanoid
0,0,100,42,100,0,100,3,0,90,0,0,80,0,0,100,100,100,100,100,100,100,100,58,100,94,100,100,100,100,0,0,100,100,100,19,100,94,100,100,100,100,73,100,100,100,100,100,83,100,95,100,51,100,64,100,0,100,100,33,100,100,97,100,99,0,100,100,4,100,100,100,42,0,100,41,100,0,100,79,100,100,87,100,0,100,38,100,85,100,99,0,0,100,51,100,92,100,93,100,0,100,1,0,0,92,100,42,34,0,100,15,0,100,5,100,26,100,1,86,1,0,1,0,0,0,100,0,45,100,3,6,0,14,100,0,98,0,0,0,0,0,0,4,0,0,0,0,3.0,45,Medium humanoid
0,0,76,0,100,0,96,0,0,0,0,0,0,0,0,100,100,17,100,90,100,7,98,0,100,0,100,0,100,99,0,0,99,9,100,0,100,0,100,0,100,9,0,100,26,100,60,47,0,100,0,49,0,100,0,51,0,100,59,0,100,96,0,25,0,0,100,0,0,100,0,18,0,0,0,0,0,0,67,0,3,100,0,0,0,27,0,83,0,100,2,0,0,66,0,53,0,96,1,94,0,3,0,0,0,0,96,0,0,0,1,0,0,19,0,99,0,11,0,0,0,0,0,0,0,0,100,0,0,81,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27,Small beast (aquatic)
0,0,100,0,100,0,100,0,0,51,0,0,57,0,0,100,100,100,100,100,100,100,100,38,100,82,100,100,100,100,0,0,100,100,100,0,100,67,100,99,100,100,10,100,100,100,100,100,42,100,59,100,11,100,11,100,0,100,100,2,100,100,81,100,86,0,100,100,0,100,95,100,3,0,99,1,100,0,100,45,100,100,22,99,0,100,0,100,44,100,96,0,0,100,18,100,48,100,88,100,0,97,0,0,0,61,100,20,0,0,100,1,0,100,0,100,0,100,0,45,0,0,0,0,0,0,100,0,35,100,0,1,0,0,100,0,89,0,0,0,0,0,0,0,0,0,0,0,2.0,52,Medium beast (aquatic)
0,0,11,0,95,0,48,0,0,0,0,0,0,0,0,100,100,4,100,25,100,0,57,0,83,0,100,0,100,79,0,0,82,0,100,0,95,0,100,0,100,0,0,93,0,100,9,6,0,75,0,2,0,98,0,6,0,100,5,0,100,34,0,2,0,0,100,0,0,90,0,0,0,0,0,0,0,0,8,0,0,88,0,0,0,0,0,22,0,95,0,0,0,8,0,8,0,52,0,43,0,0,0,0,0,0,66,0,0,0,0,0,0,1,0,75,0,0,0,0,0,0,0,0,0,0,100,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,22,Small construct
0,0,100,2,100,0,100,0,0,23,0,0,24,0,0,100,100,100,100,100,100,99,100,8,100,37,100,82,100,100,0,0,100,100,100,0,100,32,100,56,100,100,2,100,100,100,100,100,15,100,13,100,1,100,2,100,0,100,100,0,100,100,32,100,29,0,100,65,0,100,51,100,0,0,80,0,88,0,100,13,88,100,5,81,0,100,0,100,9,100,87,0,0,100,4,100,8,100,45,100,0,93,0,0,0,26,100,4,0,0,95,0,0,97,0,100,0,98,0,15,0,0,0,0,0,0,100,0,15,100,0,0,0,0,100,0,47,0,0,0,0,0,0,0,0,0,0,0,3.0,45,Medium construct
0,0,14,0,93,0,45,0,0,0,0,0,0,0,0,100,100,3,100,30,100,0,63,0,84,0,100,0,100,69,0,0,88,0,100,0,96,0,100,0,100,0,0,93,3,100,13,9,0,75,0,4,0,98,0,12,0,100,8,0,100,56,0,0,0,0,100,0,0,95,0,1,0,0,0,0,0,0,12,0,0,85,0,0,0,1,0,38,0,95,0,0,0,15,0,5,0,48,0,43,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,99,0,0,36,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,Small plant
0,0,100,100,100,15,100,95,0,100,43,0,100,50,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,34,54,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,59,100,100,100,100,100,100,50,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,51,100,100,64,36,100,100,100,100,1,100,100,14,100,100,100,99,100,87,100,100,88,96,1,0,0,100,0,100,100,98,100,92,100,100,94,100,78,2,0,0,0,0,100,0,0,18,0,5.0,85,Large plant
0,0,98,0,100,0,100,0,0,1,0,0,2,0,0,100,100,75,100,100,100,67,100,0,100,2,100,31,100,100,0,0,100,85,100,0,100,1,100,4,100,88,0,100,93,100,99,100,0,100,0,95,0,100,0,95,0,100,100,0,100,100,2,91,0,0,100,20,0,100,4,93,0,0,15,0,48,0,99,1,34,100,0,36,0,88,0,100,0,100,42,0,0,100,0,99,0,100,13,100,0,55,0,0,0,1,99,1,0,0,43,0,0,77,0,100,0,71,0,1,0,0,0,0,0,0,100,0,0,100,0,0,0,0,86,0,4,0,0,0,0,0,0,0,0,0,0,0,1.0,22,Small beast
0,0,100,95,100,0,100,47,0,97,9,0,100,4,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,1,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,15,100,100,97,100,100,100,100,100,54,100,100,82,100,100,100,100,6,100,99,100,1,100,100,100,100,100,100,1,100,100,100,100,100,100,0,0,100,99,100,100,100,100,100,1,100,47,2,0,100,100,95,86,0,100,88,0,100,64,100,85,100,25,100,69,33,30,0,0,0,100,0,97,100,67,72,25,85,100,21,100,1,0,0,0,0,0,98,0,0,0,0,4.0,68,Medium beast
0,0,100,100,100,13,100,94,0,100,50,0,100,31,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,22,39,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,100,100,38,100,100,100,100,100,100,42,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,28,100,97,54,35,100,100,100,100,1,100,99,5,100,99,100,99,100,80,100,97,85,92,0,0,0,100,0,100,100,95,97,90,99,100,91,100,74,1,0,0,0,0,100,0,0,13,0,5.0,75,Medium humanoid
0,0,100,100,100,43,100,99,0,100,78,0,100,73,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,32,57,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,91,100,100,100,69,100,100,100,100,100,100,61,100,100,100,100,100,100,1,0,100,100,100,100,100,100,100,52,100,99,59,46,100,100,100,100,1,100,100,6,100,99,100,100,100,97,100,100,96,99,0,0,0,100,0,100,100,100,100,96,100,100,98,100,88,1,0,0,0,0,100,0,0,27,0,7.0,102,Medium humanoid
0,0,100,2,100,0,100,0,0,33,0,0,24,0,0,100,100,99,100,100,100,100,100,11,100,56,100,100,100,100,0,0,100,100,100,0,100,53,100,92,100,100,15,100,100,100,100,100,14,100,20,100,0,100,3,100,0,100,100,0,100,100,79,100,74,0,100,98,0,100,96,100,1,0,96,0,99,0,100,15,98,100,39,98,0,100,1,100,36,100,85,0,0,100,6,100,42,100,84,100,0,99,0,0,0,43,100,4,1,0,100,0,0,100,0,100,1,100,0,21,0,0,0,0,0,0,100,0,7,100,0,0,0,0,100,0,87,0,0,0,0,0,0,0,0,0,0,0,2.0,52,Medium beast
0,0,15,0,92,0,35,0,0,0,0,0,0,0,0,100,100,1,100,20,100,0,50,0,63,0,100,0,100,48,0,0,75,0,100,0,92,0,100,0,100,0,0,86,0,100,9,6,0,56,0,2,0,97,0,5,0,100,2,0,100,24,0,1,0,0,100,0,0,88,0,1,0,0,0,0,0,0,5,0,0,74,0,0,0,0,0,20,0,92,0,0,0,3,0,2,0,38,0,37,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,99,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,22,Small undead
0,0,100,57,100,0,100,1,0,80,1,0,88,0,0,100,100,100,100,100,100,100,100,68,100,95,100,100,100,100,0,0,100,100,100,21,100,93,100,100,100,100,60,100,100,100,100,100,83,100,90,100,49,100,62,100,0,100,100,34,100,100,94,100,95,0,100,100,4,100,100,100,37,0,99,40,100,0,100,78,100,100,82,100,1,100,73,100,81,100,98,0,0,100,47,100,89,100,96,100,0,100,7,0,0,97,100,52,28,0,100,26,0,100,6,100,20,100,1,82,2,4,1,0,0,0,100,0,67,100,3,8,0,13,100,0,99,0,0,0,0,0,0,7,0,0,0,0,5.0,68,Medium undead
0,0,100,69,100,1,100,13,0,93,1,0,98,0,0,100,100,100,100,100,100,100,100,89,100,99,100,100,100,100,0,0,100,100,100,67,100,100,100,100,100,100,94,100,100,100,100,100,97,100,100,100,69,100,84,100,3,100,100,76,100,100,100,100,100,7,100,100,35,100,100,100,90,1,100,77,100,0,100,99,100,100,97,100,0,100,75,100,100,100,100,0,0,100,73,100,100,100,100,100,0,100,20,0,0,99,100,70,41,0,100,38,0,100,17,100,39,100,3,96,18,7,5,0,0,0,100,0,62,100,12,37,3,32,100,1,100,1,0,0,0,0,0,36,0,0,0,0,2.0,45,Medium beast
0,0,100,100,100,73,100,100,0,100,98,0,100,92,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,100,100,100,100,100,100,96,100,100,100,100,100,100,19,3,100,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,46,100,100,63,100,100,100,100,100,100,100,100,100,100,5,2,20,100,0,100,100,100,100,100,100,100,100,100,100,50,0,0,0,0,100,0,0,87,0,7.0,115,Large beast
0,0,100,0,100,0,100,0,0,0,0,0,1,0,0,100,100,91,100,100,100,63,100,0,100,0,100,15,100,100,0,0,100,95,100,0,100,0,100,3,100,93,0,100,93,100,100,100,0,100,0,100,0,100,0,99,0,100,100,0,100,100,1,99,0,0,100,14,0,100,7,89,0,0,19,0,46,0,100,0,46,100,0,25,0,96,0,100,0,100,31,0,0,100,0,100,0,100,5,100,0,46,0,0,0,1,100,0,0,0,47,0,0,88,0,100,0,77,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,97,0,2,0,0,0,0,0,0,0,0,0,0,0,4.0,90,Medium humanoid
0,0,100,93,100,0,100,6,0,94,0,0,94,0,0,100,100,100,100,100,100,100,100,86,100,100,100,100,100,100,0,0,100,100,100,64,100,99,100,100,100,100,99,100,100,100,100,100,97,100,100,100,80,100,91,100,4,100,100,74,100,100,100,100,100,4,100,100,35,100,100,100,76,0,100,85,100,0,100,99,100,100,100,100,0,100,93,100,98,100,100,0,0,100,73,100,100,100,98,100,3,100,20,1,0,100,100,80,68,0,100,55,0,100,19,100,50,100,5,95,16,8,9,0,0,0,100,0,86,100,19,36,3,43,100,2,100,0,0,0,0,0,0,40,0,0,0,0,3.0,68,Medium plant
0,0,100,100,100,68,100,100,0,100,87,0,100,83,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,87,100,100,100,100,100,100,6,2,100,100,100,100,100,100,100,90,100,100,93,90,100,100,100,100,25,100,100,62,100,100,100,100,100,98,100,100,98,100,3,0,6,100,0,100,100,100,100,100,100,100,100,100,98,24,0,0,0,0,100,0,0,63,0,5.0,102,Large beast
0,0,98,0,100,0,100,0,0,2,0,0,0,0,0,100,100,55,100,98,100,24,99,0,100,0,100,9,100,100,0,0,100,45,100,0,100,0,100,0,100,58,0,100,71,100,96,84,0,100,0,85,0,100,0,84,0,100,95,0,100,99,1,70,0,0,100,1,0,100,0,53,0,0,0,0,15,0,89,0,23,100,0,8,0,56,0,98,0,100,23,0,0,87,0,90,0,97,0,99,0,25,0,0,0,0,100,0,0,0,12,0,0,49,0,100,0,49,0,0,0,0,0,0,0,0,100,0,1,97,0,0,0,0,55,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,22,Small beast (aquatic)
